Name of the body; position x; position y; position z; mass of the body
jupiter; 4.71171; 1.49423; -0.11171; 0.0376937
saturn; 7.23068; 5.72158; -0.387065; 0.0112863
uranus; 13.8723; -14.2706; -0.232884; 0.00172372
neptune; 16.2804; -25.35; 0.146829; 0.00203369
sun; 0.000364297; -0.00308869; 4.97098e-06; 39.4784
jupiter; 4.70287; 1.52181; -0.111626; 0.0376937
saturn; 7.21693; 5.73753; -0.386796; 0.0112863
uranus; 13.8825; -14.2612; -0.232981; 0.00172372
neptune; 16.2899; -25.3437; 0.146479; 0.00203369
sun; 0.000375886; -0.00312027; 4.83233e-06; 39.4784
jupiter; 4.69388; 1.54934; -0.111539; 0.0376937
saturn; 7.20314; 5.75344; -0.386525; 0.0112863
uranus; 13.8927; -14.2518; -0.233079; 0.00172372
neptune; 16.2995; -25.3374; 0.146129; 0.00203369
sun; 0.000387632; -0.00315178; 4.68964e-06; 39.4784
jupiter; 4.68473; 1.57682; -0.111448; 0.0376937
saturn; 7.18932; 5.76933; -0.386251; 0.0112863
uranus; 13.9029; -14.2424; -0.233176; 0.00172372
neptune; 16.3091; -25.3311; 0.14578; 0.00203369
sun; 0.000399534; -0.00318324; 4.54292e-06; 39.4784
jupiter; 4.67544; 1.60425; -0.111353; 0.0376937
saturn; 7.17546; 5.78519; -0.385976; 0.0112863
uranus; 13.913; -14.233; -0.233273; 0.00172372
neptune; 16.3186; -25.3248; 0.14543; 0.00203369
sun; 0.000411594; -0.00321464; 4.39217e-06; 39.4784
jupiter; 4.66598; 1.63163; -0.111255; 0.0376937
saturn; 7.16156; 5.80102; -0.385699; 0.0112863
uranus; 13.9232; -14.2236; -0.23337; 0.00172372
neptune; 16.3282; -25.3185; 0.14508; 0.00203369
sun; 0.000423809; -0.00324598; 4.23739e-06; 39.4784
jupiter; 4.65638; 1.65895; -0.111153; 0.0376937
saturn; 7.14763; 5.81681; -0.38542; 0.0112863
uranus; 13.9334; -14.2142; -0.233467; 0.00172372
neptune; 16.3378; -25.3122; 0.14473; 0.00203369
sun; 0.00043618; -0.00327727; 4.07859e-06; 39.4784
jupiter; 4.64663; 1.68622; -0.111048; 0.0376937
saturn; 7.13366; 5.83258; -0.385139; 0.0112863
uranus; 13.9435; -14.2048; -0.233564; 0.00172372
neptune; 16.3473; -25.3058; 0.14438; 0.00203369
sun; 0.000448707; -0.00330849; 3.91577e-06; 39.4784
jupiter; 4.63672; 1.71344; -0.110939; 0.0376937
saturn; 7.11966; 5.84832; -0.384856; 0.0112863
uranus; 13.9537; -14.1953; -0.233661; 0.00172372
neptune; 16.3569; -25.2995; 0.14403; 0.00203369
sun; 0.000461389; -0.00333965; 3.74893e-06; 39.4784
jupiter; 4.62666; 1.7406; -0.110826; 0.0376937
saturn; 7.10562; 5.86403; -0.384571; 0.0112863
uranus; 13.9638; -14.1859; -0.233757; 0.00172372
neptune; 16.3665; -25.2932; 0.14368; 0.00203369
sun; 0.000474226; -0.00337075; 3.57808e-06; 39.4784
jupiter; 4.61645; 1.7677; -0.11071; 0.0376937
saturn; 7.09155; 5.87971; -0.384284; 0.0112863
uranus; 13.9739; -14.1765; -0.233854; 0.00172372
neptune; 16.376; -25.2869; 0.14333; 0.00203369
sun; 0.000487217; -0.00340178; 3.40322e-06; 39.4784
jupiter; 4.60609; 1.79475; -0.11059; 0.0376937
saturn; 7.07744; 5.89536; -0.383995; 0.0112863
uranus; 13.9841; -14.167; -0.23395; 0.00172372
neptune; 16.3856; -25.2805; 0.14298; 0.00203369
sun; 0.000500363; -0.00343275; 3.22436e-06; 39.4784
jupiter; 4.59558; 1.82173; -0.110466; 0.0376937
saturn; 7.06329; 5.91099; -0.383704; 0.0112863
uranus; 13.9942; -14.1575; -0.234046; 0.00172372
neptune; 16.3951; -25.2742; 0.14263; 0.00203369
sun; 0.000513662; -0.00346366; 3.04151e-06; 39.4784
jupiter; 4.58492; 1.84866; -0.110339; 0.0376937
saturn; 7.04911; 5.92658; -0.383411; 0.0112863
uranus; 14.0043; -14.1481; -0.234143; 0.00172372
neptune; 16.4047; -25.2679; 0.14228; 0.00203369
sun; 0.000527114; -0.0034945; 2.85465e-06; 39.4784
jupiter; 4.57411; 1.87552; -0.110208; 0.0376937
saturn; 7.03489; 5.94214; -0.383116; 0.0112863
uranus; 14.0144; -14.1386; -0.234239; 0.00172372
neptune; 16.4142; -25.2615; 0.14193; 0.00203369
sun; 0.00054072; -0.00352527; 2.66381e-06; 39.4784
jupiter; 4.56315; 1.90233; -0.110074; 0.0376937
saturn; 7.02064; 5.95767; -0.38282; 0.0112863
uranus; 14.0245; -14.1291; -0.234335; 0.00172372
neptune; 16.4237; -25.2552; 0.14158; 0.00203369
sun; 0.000554479; -0.00355598; 2.46898e-06; 39.4784
jupiter; 4.55205; 1.92907; -0.109936; 0.0376937
saturn; 7.00635; 5.97317; -0.382521; 0.0112863
uranus; 14.0346; -14.1196; -0.23443; 0.00172372
neptune; 16.4333; -25.2488; 0.14123; 0.00203369
sun; 0.000568389; -0.00358662; 2.27017e-06; 39.4784
jupiter; 4.54079; 1.95575; -0.109795; 0.0376937
saturn; 6.99202; 5.98864; -0.382221; 0.0112863
uranus; 14.0447; -14.1101; -0.234526; 0.00172372
neptune; 16.4428; -25.2425; 0.14088; 0.00203369
sun; 0.000582452; -0.00361719; 2.06739e-06; 39.4784
jupiter; 4.52939; 1.98237; -0.109649; 0.0376937
saturn; 6.97766; 6.00408; -0.381918; 0.0112863
uranus; 14.0547; -14.1006; -0.234622; 0.00172372
neptune; 16.4524; -25.2361; 0.14053; 0.00203369
sun; 0.000596666; -0.00364769; 1.86063e-06; 39.4784
jupiter; 4.51784; 2.00892; -0.109501; 0.0376937
saturn; 6.96327; 6.01949; -0.381614; 0.0112863
uranus; 14.0648; -14.0911; -0.234717; 0.00172372
neptune; 16.4619; -25.2297; 0.140179; 0.00203369
sun; 0.000611032; -0.00367811; 1.64991e-06; 39.4784
jupiter; 4.50614; 2.0354; -0.109349; 0.0376937
saturn; 6.94884; 6.03487; -0.381307; 0.0112863
uranus; 14.0749; -14.0816; -0.234812; 0.00172372
neptune; 16.4714; -25.2234; 0.139829; 0.00203369
sun; 0.000625548; -0.00370847; 1.43524e-06; 39.4784
jupiter; 4.49429; 2.06182; -0.109193; 0.0376937
saturn; 6.93437; 6.05022; -0.380999; 0.0112863
uranus; 14.0849; -14.0721; -0.234907; 0.00172372
neptune; 16.481; -25.217; 0.139479; 0.00203369
sun; 0.000640214; -0.00373875; 1.2166e-06; 39.4784
jupiter; 4.4823; 2.08817; -0.109033; 0.0376937
saturn; 6.91987; 6.06553; -0.380689; 0.0112863
uranus; 14.095; -14.0625; -0.235003; 0.00172372
neptune; 16.4905; -25.2106; 0.139129; 0.00203369
sun; 0.000655031; -0.00376896; 9.94021e-07; 39.4784
jupiter; 4.47016; 2.11446; -0.108871; 0.0376937
saturn; 6.90534; 6.08082; -0.380377; 0.0112863
uranus; 14.105; -14.053; -0.235098; 0.00172372
neptune; 16.5; -25.2043; 0.138779; 0.00203369
sun; 0.000669997; -0.0037991; 7.67496e-07; 39.4784
jupiter; 4.45787; 2.14067; -0.108704; 0.0376937
saturn; 6.89077; 6.09608; -0.380063; 0.0112863
uranus; 14.115; -14.0435; -0.235192; 0.00172372
neptune; 16.5095; -25.1979; 0.138428; 0.00203369
sun; 0.000685112; -0.00382916; 5.37036e-07; 39.4784
jupiter; 4.44544; 2.16681; -0.108534; 0.0376937
saturn; 6.87616; 6.1113; -0.379747; 0.0112863
uranus; 14.1251; -14.0339; -0.235287; 0.00172372
neptune; 16.519; -25.1915; 0.138078; 0.00203369
sun; 0.000700376; -0.00385915; 3.02644e-07; 39.4784
jupiter; 4.43287; 2.19289; -0.108361; 0.0376937
saturn; 6.86152; 6.12649; -0.379429; 0.0112863
uranus; 14.1351; -14.0244; -0.235382; 0.00172372
neptune; 16.5286; -25.1851; 0.137728; 0.00203369
sun; 0.000715788; -0.00388905; 6.4328e-08; 39.4784
jupiter; 4.42015; 2.21889; -0.108184; 0.0376937
saturn; 6.84685; 6.14166; -0.379109; 0.0112863
uranus; 14.1451; -14.0148; -0.235476; 0.00172372
neptune; 16.5381; -25.1787; 0.137377; 0.00203369
sun; 0.000731348; -0.00391889; -1.77906e-07; 39.4784
jupiter; 4.40729; 2.24482; -0.108003; 0.0376937
saturn; 6.83214; 6.15679; -0.378787; 0.0112863
uranus; 14.1551; -14.0052; -0.235571; 0.00172372
neptune; 16.5476; -25.1723; 0.137027; 0.00203369
sun; 0.000747055; -0.00394864; -4.24052e-07; 39.4784
jupiter; 4.39428; 2.27068; -0.107819; 0.0376937
saturn; 6.81739; 6.17189; -0.378463; 0.0112863
uranus; 14.1651; -13.9956; -0.235665; 0.00172372
neptune; 16.5571; -25.1659; 0.136677; 0.00203369
sun; 0.000762909; -0.00397831; -6.74104e-07; 39.4784
jupiter; 4.38113; 2.29646; -0.107631; 0.0376937
saturn; 6.80261; 6.18696; -0.378138; 0.0112863
uranus; 14.1751; -13.986; -0.235759; 0.00172372
neptune; 16.5666; -25.1595; 0.136326; 0.00203369
sun; 0.00077891; -0.0040079; -9.28053e-07; 39.4784
jupiter; 4.36784; 2.32217; -0.10744; 0.0376937
saturn; 6.7878; 6.20199; -0.37781; 0.0112863
uranus; 14.1851; -13.9764; -0.235853; 0.00172372
neptune; 16.5761; -25.1531; 0.135976; 0.00203369
sun; 0.000795057; -0.00403742; -1.18589e-06; 39.4784
jupiter; 4.3544; 2.3478; -0.107246; 0.0376937
saturn; 6.77295; 6.217; -0.377481; 0.0112863
uranus; 14.1951; -13.9668; -0.235947; 0.00172372
neptune; 16.5856; -25.1467; 0.135626; 0.00203369
sun; 0.000811349; -0.00406685; -1.44762e-06; 39.4784
jupiter; 4.34083; 2.37335; -0.107048; 0.0376937
saturn; 6.75807; 6.23197; -0.377149; 0.0112863
uranus; 14.205; -13.9572; -0.236041; 0.00172372
neptune; 16.5951; -25.1403; 0.135275; 0.00203369
sun; 0.000827787; -0.0040962; -1.71322e-06; 39.4784
jupiter; 4.32711; 2.39883; -0.106846; 0.0376937
saturn; 6.74315; 6.24692; -0.376816; 0.0112863
uranus; 14.215; -13.9476; -0.236134; 0.00172372
neptune; 16.6046; -25.1339; 0.134925; 0.00203369
sun; 0.000844369; -0.00412546; -1.9827e-06; 39.4784
jupiter; 4.31325; 2.42423; -0.106641; 0.0376937
saturn; 6.7282; 6.26183; -0.376481; 0.0112863
uranus; 14.225; -13.938; -0.236228; 0.00172372
neptune; 16.6141; -25.1275; 0.134574; 0.00203369
sun; 0.000861095; -0.00415464; -2.25604e-06; 39.4784
jupiter; 4.29925; 2.44955; -0.106432; 0.0376937
saturn; 6.71322; 6.27671; -0.376144; 0.0112863
uranus; 14.2349; -13.9284; -0.236321; 0.00172372
neptune; 16.6236; -25.1211; 0.134224; 0.00203369
sun; 0.000877965; -0.00418374; -2.53323e-06; 39.4784
jupiter; 4.28512; 2.47479; -0.10622; 0.0376937
saturn; 6.6982; 6.29155; -0.375804; 0.0112863
uranus; 14.2448; -13.9187; -0.236415; 0.00172372
neptune; 16.6331; -25.1146; 0.133873; 0.00203369
sun; 0.000894979; -0.00421275; -2.81427e-06; 39.4784
jupiter; 4.27084; 2.49995; -0.106005; 0.0376937
saturn; 6.68314; 6.30637; -0.375463; 0.0112863
uranus; 14.2548; -13.9091; -0.236508; 0.00172372
neptune; 16.6426; -25.1082; 0.133523; 0.00203369
sun; 0.000912135; -0.00424167; -3.09915e-06; 39.4784
jupiter; 4.25642; 2.52503; -0.105786; 0.0376937
saturn; 6.66806; 6.32115; -0.375121; 0.0112863
uranus; 14.2647; -13.8994; -0.236601; 0.00172372
neptune; 16.6521; -25.1018; 0.133172; 0.00203369
sun; 0.000929433; -0.00427051; -3.38787e-06; 39.4784
jupiter; 4.24187; 2.55003; -0.105564; 0.0376937
saturn; 6.65294; 6.3359; -0.374776; 0.0112863
uranus; 14.2746; -13.8898; -0.236694; 0.00172372
neptune; 16.6615; -25.0953; 0.132822; 0.00203369
sun; 0.000946873; -0.00429926; -3.68041e-06; 39.4784
jupiter; 4.22717; 2.57494; -0.105338; 0.0376937
saturn; 6.63778; 6.35062; -0.374429; 0.0112863
uranus; 14.2845; -13.8801; -0.236787; 0.00172372
neptune; 16.671; -25.0889; 0.132471; 0.00203369
sun; 0.000964454; -0.00432792; -3.97677e-06; 39.4784
jupiter; 4.21234; 2.59977; -0.105109; 0.0376937
saturn; 6.62259; 6.3653; -0.37408; 0.0112863
uranus; 14.2944; -13.8705; -0.236879; 0.00172372
neptune; 16.6805; -25.0824; 0.13212; 0.00203369
sun; 0.000982176; -0.00435649; -4.27693e-06; 39.4784
jupiter; 4.19738; 2.62452; -0.104876; 0.0376937
saturn; 6.60737; 6.37996; -0.37373; 0.0112863
uranus; 14.3043; -13.8608; -0.236972; 0.00172372
neptune; 16.69; -25.076; 0.13177; 0.00203369
sun; 0.00100004; -0.00438497; -4.5809e-06; 39.4784
jupiter; 4.18227; 2.64918; -0.10464; 0.0376937
saturn; 6.59211; 6.39458; -0.373377; 0.0112863
uranus; 14.3142; -13.8511; -0.237065; 0.00172372
neptune; 16.6994; -25.0695; 0.131419; 0.00203369
sun; 0.00101804; -0.00441336; -4.88865e-06; 39.4784
jupiter; 4.16703; 2.67375; -0.104401; 0.0376937
saturn; 6.57682; 6.40916; -0.373023; 0.0112863
uranus; 14.3241; -13.8414; -0.237157; 0.00172372
neptune; 16.7089; -25.0631; 0.131068; 0.00203369
sun; 0.00103618; -0.00444166; -5.20019e-06; 39.4784
jupiter; 4.15166; 2.69824; -0.104158; 0.0376937
saturn; 6.5615; 6.42372; -0.372667; 0.0112863
uranus; 14.334; -13.8317; -0.237249; 0.00172372
neptune; 16.7184; -25.0566; 0.130718; 0.00203369
sun; 0.00105446; -0.00446986; -5.51551e-06; 39.4784
jupiter; 4.13615; 2.72264; -0.103912; 0.0376937
saturn; 6.54614; 6.43824; -0.372308; 0.0112863
uranus; 14.3439; -13.822; -0.237341; 0.00172372
neptune; 16.7279; -25.0502; 0.130367; 0.00203369
sun; 0.00107288; -0.00449797; -5.83459e-06; 39.4784
jupiter; 4.12051; 2.74695; -0.103663; 0.0376937
saturn; 6.53075; 6.45273; -0.371948; 0.0112863
uranus; 14.3537; -13.8123; -0.237433; 0.00172372
neptune; 16.7373; -25.0437; 0.130016; 0.00203369
sun; 0.00109143; -0.00452599; -6.15742e-06; 39.4784
jupiter; 4.10473; 2.77117; -0.10341; 0.0376937
saturn; 6.51533; 6.46719; -0.371586; 0.0112863
uranus; 14.3636; -13.8026; -0.237525; 0.00172372
neptune; 16.7468; -25.0372; 0.129666; 0.00203369
sun; 0.00111013; -0.00455391; -6.48401e-06; 39.4784
jupiter; 4.08882; 2.7953; -0.103154; 0.0376937
saturn; 6.49987; 6.48161; -0.371222; 0.0112863
uranus; 14.3734; -13.7928; -0.237617; 0.00172372
neptune; 16.7562; -25.0307; 0.129315; 0.00203369
sun; 0.00112895; -0.00458174; -6.81433e-06; 39.4784
jupiter; 4.07278; 2.81934; -0.102894; 0.0376937
saturn; 6.48438; 6.496; -0.370857; 0.0112863
uranus; 14.3833; -13.7831; -0.237709; 0.00172372
neptune; 16.7657; -25.0243; 0.128964; 0.00203369
sun; 0.00114792; -0.00460947; -7.14839e-06; 39.4784
jupiter; 4.0566; 2.84329; -0.102631; 0.0376937
saturn; 6.46886; 6.51035; -0.370489; 0.0112863
uranus; 14.3931; -13.7734; -0.2378; 0.00172372
neptune; 16.7751; -25.0178; 0.128613; 0.00203369
sun; 0.00116702; -0.0046371; -7.48616e-06; 39.4784
jupiter; 4.0403; 2.86715; -0.102365; 0.0376937
saturn; 6.4533; 6.52468; -0.370119; 0.0112863
uranus; 14.4029; -13.7636; -0.237892; 0.00172372
neptune; 16.7846; -25.0113; 0.128262; 0.00203369
sun; 0.00118625; -0.00466463; -7.82764e-06; 39.4784
jupiter; 4.02386; 2.89091; -0.102096; 0.0376937
saturn; 6.43772; 6.53897; -0.369748; 0.0112863
uranus; 14.4128; -13.7539; -0.237983; 0.00172372
neptune; 16.7941; -25.0048; 0.127912; 0.00203369
sun; 0.00120562; -0.00469207; -8.17283e-06; 39.4784
jupiter; 4.00729; 2.91458; -0.101823; 0.0376937
saturn; 6.42209; 6.55322; -0.369374; 0.0112863
uranus; 14.4226; -13.7441; -0.238074; 0.00172372
neptune; 16.8035; -24.9983; 0.127561; 0.00203369
sun; 0.00122513; -0.00471941; -8.5217e-06; 39.4784
jupiter; 3.99059; 2.93816; -0.101547; 0.0376937
saturn; 6.40644; 6.56745; -0.368999; 0.0112863
uranus; 14.4324; -13.7343; -0.238165; 0.00172372
neptune; 16.8129; -24.9918; 0.12721; 0.00203369
sun; 0.00124476; -0.00474665; -8.87426e-06; 39.4784
jupiter; 3.97377; 2.96164; -0.101267; 0.0376937
saturn; 6.39075; 6.58164; -0.368622; 0.0112863
uranus; 14.4422; -13.7246; -0.238256; 0.00172372
neptune; 16.8224; -24.9853; 0.126859; 0.00203369
sun; 0.00126453; -0.00477378; -9.23049e-06; 39.4784
jupiter; 3.95681; 2.98502; -0.100985; 0.0376937
saturn; 6.37503; 6.59579; -0.368243; 0.0112863
uranus; 14.452; -13.7148; -0.238347; 0.00172372
neptune; 16.8318; -24.9788; 0.126508; 0.00203369
sun; 0.00128443; -0.00480082; -9.59038e-06; 39.4784
jupiter; 3.93973; 3.00831; -0.100699; 0.0376937
saturn; 6.35928; 6.60991; -0.367862; 0.0112863
uranus; 14.4618; -13.705; -0.238438; 0.00172372
neptune; 16.8413; -24.9723; 0.126157; 0.00203369
sun; 0.00130446; -0.00482775; -9.95392e-06; 39.4784
jupiter; 3.92252; 3.0315; -0.100409; 0.0376937
saturn; 6.34349; 6.624; -0.367479; 0.0112863
uranus; 14.4715; -13.6952; -0.238528; 0.00172372
neptune; 16.8507; -24.9658; 0.125806; 0.00203369
sun; 0.00132463; -0.00485458; -1.03211e-05; 39.4784
jupiter; 3.90518; 3.05459; -0.100117; 0.0376937
saturn; 6.32768; 6.63806; -0.367094; 0.0112863
uranus; 14.4813; -13.6854; -0.238619; 0.00172372
neptune; 16.8601; -24.9593; 0.125455; 0.00203369
sun; 0.00134492; -0.0048813; -1.06919e-05; 39.4784
jupiter; 3.88772; 3.07759; -0.0998213; 0.0376937
saturn; 6.31183; 6.65207; -0.366708; 0.0112863
uranus; 14.4911; -13.6756; -0.238709; 0.00172372
neptune; 16.8696; -24.9528; 0.125104; 0.00203369
sun; 0.00136534; -0.00490792; -1.10663e-05; 39.4784
jupiter; 3.87013; 3.10048; -0.0995224; 0.0376937
saturn; 6.29594; 6.66606; -0.366319; 0.0112863
uranus; 14.5008; -13.6658; -0.238799; 0.00172372
neptune; 16.879; -24.9463; 0.124753; 0.00203369
sun; 0.00138589; -0.00493444; -1.14444e-05; 39.4784
jupiter; 3.85242; 3.12327; -0.0992203; 0.0376937
saturn; 6.28003; 6.68001; -0.365929; 0.0112863
uranus; 14.5106; -13.6559; -0.238889; 0.00172372
neptune; 16.8884; -24.9397; 0.124402; 0.00203369
sun; 0.00140657; -0.00496085; -1.1826e-05; 39.4784
jupiter; 3.83458; 3.14597; -0.0989149; 0.0376937
saturn; 6.26408; 6.69393; -0.365536; 0.0112863
uranus; 14.5203; -13.6461; -0.238979; 0.00172372
neptune; 16.8978; -24.9332; 0.124051; 0.00203369
sun; 0.00142738; -0.00498716; -1.22112e-05; 39.4784
jupiter; 3.81662; 3.16856; -0.0986064; 0.0376937
saturn; 6.2481; 6.70781; -0.365142; 0.0112863
uranus; 14.53; -13.6363; -0.239069; 0.00172372
neptune; 16.9073; -24.9267; 0.1237; 0.00203369
sun; 0.00144832; -0.00501335; -1.26001e-05; 39.4784
jupiter; 3.79853; 3.19105; -0.0982948; 0.0376937
saturn; 6.23209; 6.72166; -0.364746; 0.0112863
uranus; 14.5398; -13.6264; -0.239159; 0.00172372
neptune; 16.9167; -24.9201; 0.123349; 0.00203369
sun; 0.00146938; -0.00503944; -1.29924e-05; 39.4784
jupiter; 3.78033; 3.21343; -0.0979799; 0.0376937
saturn; 6.21605; 6.73547; -0.364348; 0.0112863
uranus; 14.5495; -13.6166; -0.239248; 0.00172372
neptune; 16.9261; -24.9136; 0.122998; 0.00203369
sun; 0.00149057; -0.00506542; -1.33883e-05; 39.4784
jupiter; 3.762; 3.23571; -0.0976619; 0.0376937
saturn; 6.19998; 6.74925; -0.363949; 0.0112863
uranus; 14.5592; -13.6067; -0.239338; 0.00172372
neptune; 16.9355; -24.9071; 0.122647; 0.00203369
sun; 0.00151188; -0.00509129; -1.37878e-05; 39.4784
jupiter; 3.74355; 3.25789; -0.0973408; 0.0376937
saturn; 6.18387; 6.763; -0.363547; 0.0112863
uranus; 14.5689; -13.5969; -0.239427; 0.00172372
neptune; 16.9449; -24.9005; 0.122296; 0.00203369
sun; 0.00153332; -0.00511706; -1.41908e-05; 39.4784
jupiter; 3.72497; 3.27996; -0.0970165; 0.0376937
saturn; 6.16773; 6.77671; -0.363143; 0.0112863
uranus; 14.5786; -13.587; -0.239517; 0.00172372
neptune; 16.9543; -24.894; 0.121944; 0.00203369
sun; 0.00155488; -0.00514271; -1.45973e-05; 39.4784
jupiter; 3.70628; 3.30193; -0.0966891; 0.0376937
saturn; 6.15156; 6.79038; -0.362738; 0.0112863
uranus; 14.5883; -13.5771; -0.239606; 0.00172372
neptune; 16.9637; -24.8874; 0.121593; 0.00203369
sun; 0.00157656; -0.00516825; -1.50074e-05; 39.4784
jupiter; 3.68747; 3.32379; -0.0963586; 0.0376937
saturn; 6.13536; 6.80402; -0.362331; 0.0112863
uranus; 14.598; -13.5672; -0.239695; 0.00172372
neptune; 16.9731; -24.8808; 0.121242; 0.00203369
sun; 0.00159837; -0.00519368; -1.54209e-05; 39.4784
jupiter; 3.66854; 3.34554; -0.096025; 0.0376937
saturn; 6.11913; 6.81763; -0.361922; 0.0112863
uranus; 14.6076; -13.5573; -0.239784; 0.00172372
neptune; 16.9825; -24.8743; 0.120891; 0.00203369
sun; 0.0016203; -0.00521899; -1.58379e-05; 39.4784
jupiter; 3.6495; 3.36718; -0.0956882; 0.0376937
saturn; 6.10286; 6.8312; -0.361511; 0.0112863
uranus; 14.6173; -13.5474; -0.239872; 0.00172372
neptune; 16.9919; -24.8677; 0.12054; 0.00203369
sun; 0.00164235; -0.00524419; -1.62584e-05; 39.4784
jupiter; 3.63033; 3.38872; -0.0953485; 0.0376937
saturn; 6.08657; 6.84473; -0.361098; 0.0112863
uranus; 14.627; -13.5375; -0.239961; 0.00172372
neptune; 17.0013; -24.8612; 0.120188; 0.00203369
sun; 0.00166452; -0.00526928; -1.66823e-05; 39.4784
jupiter; 3.61105; 3.41015; -0.0950056; 0.0376937
saturn; 6.07024; 6.85823; -0.360683; 0.0112863
uranus; 14.6366; -13.5276; -0.24005; 0.00172372
neptune; 17.0107; -24.8546; 0.119837; 0.00203369
sun; 0.00168681; -0.00529426; -1.71097e-05; 39.4784
jupiter; 3.59165; 3.43146; -0.0946597; 0.0376937
saturn; 6.05388; 6.87169; -0.360266; 0.0112863
uranus; 14.6463; -13.5177; -0.240138; 0.00172372
neptune; 17.0201; -24.848; 0.119486; 0.00203369
sun; 0.00170923; -0.00531912; -1.75405e-05; 39.4784
jupiter; 3.57214; 3.45267; -0.0943108; 0.0376937
saturn; 6.03749; 6.88512; -0.359848; 0.0112863
uranus; 14.6559; -13.5078; -0.240226; 0.00172372
neptune; 17.0295; -24.8414; 0.119135; 0.00203369
sun; 0.00173176; -0.00534386; -1.79748e-05; 39.4784
jupiter; 3.55251; 3.47376; -0.0939589; 0.0376937
saturn; 6.02107; 6.89851; -0.359428; 0.0112863
uranus; 14.6655; -13.4979; -0.240315; 0.00172372
neptune; 17.0389; -24.8348; 0.118783; 0.00203369
sun; 0.0017544; -0.00536849; -1.84124e-05; 39.4784
jupiter; 3.53277; 3.49475; -0.0936039; 0.0376937
saturn; 6.00462; 6.91187; -0.359006; 0.0112863
uranus; 14.6752; -13.4879; -0.240403; 0.00172372
neptune; 17.0483; -24.8283; 0.118432; 0.00203369
sun; 0.00177717; -0.005393; -1.88535e-05; 39.4784
jupiter; 3.51292; 3.51562; -0.0932459; 0.0376937
saturn; 5.98814; 6.92519; -0.358582; 0.0112863
uranus; 14.6848; -13.478; -0.240491; 0.00172372
neptune; 17.0576; -24.8217; 0.118081; 0.00203369
sun; 0.00180005; -0.00541739; -1.9298e-05; 39.4784
jupiter; 3.49295; 3.53638; -0.092885; 0.0376937
saturn; 5.97163; 6.93848; -0.358156; 0.0112863
uranus; 14.6944; -13.468; -0.240578; 0.00172372
neptune; 17.067; -24.8151; 0.117729; 0.00203369
sun; 0.00182305; -0.00544166; -1.97458e-05; 39.4784
jupiter; 3.47287; 3.55702; -0.092521; 0.0376937
saturn; 5.95508; 6.95173; -0.357728; 0.0112863
uranus; 14.704; -13.4581; -0.240666; 0.00172372
neptune; 17.0764; -24.8085; 0.117378; 0.00203369
sun; 0.00184617; -0.00546582; -2.0197e-05; 39.4784
jupiter; 3.45268; 3.57755; -0.0921541; 0.0376937
saturn; 5.93851; 6.96495; -0.357298; 0.0112863
uranus; 14.7136; -13.4481; -0.240754; 0.00172372
neptune; 17.0858; -24.8019; 0.117027; 0.00203369
sun; 0.0018694; -0.00548985; -2.06515e-05; 39.4784
jupiter; 3.43238; 3.59797; -0.0917843; 0.0376937
saturn; 5.9219; 6.97812; -0.356867; 0.0112863
uranus; 14.7232; -13.4381; -0.240841; 0.00172372
neptune; 17.0951; -24.7953; 0.116675; 0.00203369
sun; 0.00189274; -0.00551377; -2.11094e-05; 39.4784
jupiter; 3.41197; 3.61827; -0.0914115; 0.0376937
saturn; 5.90527; 6.99127; -0.356434; 0.0112863
uranus; 14.7328; -13.4282; -0.240929; 0.00172372
neptune; 17.1045; -24.7887; 0.116324; 0.00203369
sun; 0.0019162; -0.00553757; -2.15706e-05; 39.4784
jupiter; 3.39145; 3.63846; -0.0910358; 0.0376937
saturn; 5.8886; 7.00437; -0.355999; 0.0112863
uranus; 14.7423; -13.4182; -0.241016; 0.00172372
neptune; 17.1139; -24.7821; 0.115972; 0.00203369
sun; 0.00193976; -0.00556124; -2.20351e-05; 39.4784
jupiter; 3.37082; 3.65852; -0.0906572; 0.0376937
saturn; 5.8719; 7.01744; -0.355562; 0.0112863
uranus; 14.7519; -13.4082; -0.241103; 0.00172372
neptune; 17.1232; -24.7754; 0.115621; 0.00203369
sun; 0.00196345; -0.00558479; -2.25029e-05; 39.4784
jupiter; 3.35008; 3.67847; -0.0902757; 0.0376937
saturn; 5.85518; 7.03048; -0.355123; 0.0112863
uranus; 14.7614; -13.3982; -0.24119; 0.00172372
